year,manufacturer,recall_count
1975,COLT INDUSTRIES,1
1975,"CONCO, INCORPORATED",1
1975,"Carriage, Inc.",1
1975,"Chrysler (FCA US, LLC)",17
1975,Cooper Tire & Rubber Co.,5
1975,"Cummins, Inc.",1
1975,"DALEWOOD MFG. CO., INC.",1
1975,EIS AUTOMOTIVE CORP.,1
1975,"EXECUTIVE IND., INC.",1
1975,Eldorado National-Kansas,1
1975,"FIAT MOTORS OF N.A., INC.",1
1975,FIRESTONE STEEL PROD. CO.,1
1975,FIRESTONE TIRE & RUBBER CO.,4
1975,"FLEETWOOD ENTERPRISES, INC.",6
1975,FMC CORPORATION,3
1975,FREIGHTLINER LLC,6
1975,FRUEHAUF CORPORATION,2
1975,Ford Motor Company,18
1975,GENERAL TIRE & RUBBER CO.,3
1975,GENEVA WHEEL & STPG CORP.,1
1975,GRUMMAN FLXIBLE CORP.,5
1975,"General Motors, LLC",19
1975,Goodyear Tire & Rubber Company,3
1975,HOLIDAY RAMBLER CORP.,1
1975,HOLLYWOOD ACCESSORIES,1
1975,Harley-Davidson Motor Company,4
1975,Honda (American Honda Motor Co.),1
1975,INTERNATIONAL TRUCK & ENGINE CORPORATION,11
1975,ITASCA MOTORHOME,4
1975,J.H. HOLLAND COMPANY,1
1975,JAGUAR ROVER TRIUMPH INC.,3
1975,"JENSEN MOTORS, INC.",2
1975,KELSEY-HAYES COMPANY,3
1975,"Kawasaki Motors Corp., U.S.A.",1
1975,LANDAU MOTOR HOME,1
1975,LOCKHEED MSL & SPACE CO.,2
1975,LUCAS INDUSTRIES,1
1975,LUVERNE FIRE APRTS. CO.,1
1975,MANSFIELD TIRE & RUBBER C,3
1975,MAREMONT,1
1975,MIDAS INTERNATIONAL CORP.,1
1975,MINNESOTA VALLEY MFG. CO.,1
1975,MOBIL SCOUT MFR. CORP.,1
1975,MONTGOMERY WARD & CO.,2
1975,"MOODY MFG., INC.",1
1975,"Mack Trucks, Inc.",11
1975,"Mercedes-Benz USA, LLC",3
1975,"Merritt Trailers, Inc.",1
1975,Motor Coach Industries,1
1975,NORTON/TRIUMPH CORP.,2
1975,"Nissan North America, Inc.",1
1975,OTIS ELEVATOR COMPANY,1
1975,PACCAR Incorporated,2
1975,PETERBILT MOTOR COMPANY,2
1975,"PEUGEOT, INC.",1
1975,"Porsche Cars North America, Inc.",2
1975,QUALITY,1
1975,"R.O. PRODUCTS, INC.",1
1975,"ROAD RUNNER TRAILERS, INC.",2
1975,"RUPP INDUSTRIES, INC.",1
1975,"SAAB CARS USA, INC.",2
1975,"SEALCO AIR CONTROLS, INC.",1
1975,"SEBRING-VANGUARD, INC.",2
1975,SHELLER-GLOBE CORPORATION,5
1975,SINFAC/VELOSOLEX,1
1975,STARCRAFT COMPANY,3
1975,SUTPHEN CORP.,1
1975,SYMONS CORPORATION,1
1975,Skyline Corporation,1
1975,"TRANSIT MANUFACTURING,INC",1
1975,TRAVEL EQUIPMENT CORP.,1
1975,Trailmobile Canada Limited,1
1975,UNIROYAL GOODRICH TIRE CO,8
1975,VESELY COMPANY,3
1975,VETTER,1
1975,"Volkswagen Group of America, Inc.",3
1975,"Volvo Car USA, LLC",1
1975,WARNER & SWASEY CO.,1
1975,WELCH FIRE EQUIP. CORP.,1
1975,WHITE MOTOR CORPORATION,9
1975,"Winnebago Industries, Inc.",1
1975,"Yamaha Motor Corporation, USA",1
1976,"ACCESSORY DIST., INC.",1
1976,"ADVANCE MIXER, INC.",1
1976,AIR-O-MATIC PWR STRNG CO.,1
1976,"ALFA ROMEO, INCORPORATED",2
1976,AM GENERAL LLC,6
1976,"AMERICAN JAWA, LIMITED",1
1976,"APOLLO MOTOR HOMES, INC.",1
1976,ARMSTRONG RUBBER CO.,1
1976,"ARROW TRAILERS, INC.",1
1976,ARVINMERITOR AUTOMOTIVE,3
1976,"ATLAS COPCO N.A., INC",3
1976,AUTO. FERRUCCIO LAMBORG.,1
1976,"BATAVUS USA, INCORPORATED",1
1976,BEATRICE FOODS COMPANY,3
1976,BENDIX CORPORATION,2
1976,"BMW of North America, LLC",3
1976,BUS & TRUCK SUPPLY CO.,1
1976,Blue Bird Body Company,2
1976,"Brown Industries, LLC",1
1976,"CARPENTER BDY WRKS, INC.",3
1976,CEAT,1
1976,CIMATTI LIMITED,1
1976,"COACHMEN INDUSTRIES, INC.",3
1976,"COBRA INDUSTRIES, INC.",1
1976,"CONTEMPO CAMPERS, INC.",1
1976,"COSMOPOLITAN MOTORS, INC.",1
1976,Carrier Corporation,1
1976,"Chrysler (FCA US, LLC)",15
1976,Cooper Tire & Rubber Co.,5
1976,DAYTON STEEL FOUNDRY CO.,1
1976,DPD,1
1976,DUNLOP TIRE CORPORATION,1
1976,"EASY TRAIL, INC.",1
1976,"ELECTROFILM, INC.",1
1976,"ESSEX INTERNATIONAL, INC.",1
1976,EXCALIBUR AUTO CORP.,1
1976,East Manufacturing Corp.,1
1976,"FIAT MOTORS OF N.A., INC.",3
1976,FIRESTONE STEEL PROD. CO.,1
1976,FIRESTONE TIRE & RUBBER CO.,7
1976,"FLEETWOOD ENTERPRISES, INC.",5
1976,FMC CORPORATION,4
1976,"FORTIN WELDING & MFG.,INC",1
1976,FREIGHTLINER LLC,4
1976,FRUEHAUF CORPORATION,3
1976,Ford Motor Company,18
1976,GENERAL TIRE & RUBBER CO.,2
1976,"GRUMMAN ALLIED IND., INC.",1
1976,GRUMMAN FLXIBLE CORP.,4
1976,"General Motors, LLC",27
1976,Goodyear Tire & Rubber Company,4
1976,HOLIDAY RAMBLER CORP.,1
1976,Harley-Davidson Motor Company,2
1976,INTERNATIONAL TRUCK & ENGINE CORPORATION,5
1976,JAGUAR ROVER TRIUMPH INC.,6
1976,"JENSEN MOTORS, INC.",1
1976,"JOHN EVANS MFG. CO., INC.",1
1976,K.S. PRODUCTS CORP.,1
1976,KELLY SPRINGFIELD TIRE CO,1
1976,KELSEY-HAYES COMPANY,4
1976,KYB,1
1976,"Kawasaki Motors Corp., U.S.A.",1
1976,"LONG MFG. N. C., INCORPOR",1
1976,MANSFIELD TIRE & RUBBER C,1
1976,MEYER,1
1976,MIDLAND INTERNAT. CORP.,1
1976,MIDLAND ROSS CORP.,1
1976,"MOBIL TRAVELER, INC.",1
1976,MONTGOMERY WARD & CO.,1
1976,"Mack Trucks, Inc.",8
1976,Mazda North American Operations,1
1976,"Mercedes-Benz USA, LLC",2
1976,Motor Coach Industries,1
1976,"Nissan North America, Inc.",1
1976,PACCAR Incorporated,3
1976,PANTHER WESTWINDS LTD.,1
1976,PAT-CAR CORPORATION,1
1976,PENTON IMPORTS,1
1976,PERRIS,1
1976,PETERBILT MOTOR COMPANY,4
1976,"PORT TRAILERS, INC.",1
1976,"PREVOST CAR, INC. Inactive",1
1976,PUROLATOR,1
1976,"Porsche Cars North America, Inc.",1
1976,"RADEMACHER IND., INC.",1
1976,"RECREATION & SPORTS, INC",1
1976,"REVCON, INCORPORATED",1
1976,"ROBINHOOD MTR HOMES, INC.",1
1976,"SAAB CARS USA, INC.",3
1976,SHELLER-GLOBE CORPORATION,3
1976,SOMERSET MARINE,1
1976,SOUTHEASTERN FABRICATORS,1
1976,STARCRAFT COMPANY,1
1976,STERLING-SALEM CORP.,1
1976,"THOMAS BUILT BUSES, INC.",1
1976,"TRAILITE, INC.",1
1976,Trailmobile Canada Limited,1
1976,Truck Equipment Service Company,1
1976,UNIROYAL GOODRICH TIRE CO,1
1976,UNIVERSAL MOPED IMPORTS,1
1976,VESELY COMPANY,1
1976,VESPA OF AMER. CORP.,1
1976,VETTER FAIRING CO.,1
1976,"Volvo Car USA, LLC",3
1976,Volvo Trucks North America,1
1976,WAGNER,3
1976,WHEEL,1
1976,WHITE MOTOR CORPORATION,10
1976,"Winnebago Industries, Inc.",2
1976,YAMAHA INTERNATIONAL CORP,1
1977,"ACCESSORY DIST., INC.",1
1977,ACER-MEX S.A.,1
1977,ALCOA AL. CO. OF AMER.,1
1977,"ALFA ROMEO, INCORPORATED",1
1977,AM GENERAL LLC,5
1977,AMER. SAFETY EQUIP. CORP.,2
1977,"ANNUNCIONICS, INC.",1
1977,ARMSTRONG RUBBER CO.,3
1977,AROS MANUFACTURING CO.,1
1977,ARVINMERITOR AUTOMOTIVE,3
1977,ASPLUNDH MFG. DIVISION,1
1977,BEATRICE FOODS COMPANY,2
1977,BERLINER MOTOR CORP.,1
1977,"BMW of North America, LLC",4
1977,"BRAD RAGAN, INC.",1
1977,"BROUGHAM INDUSTRIES, INC.",1
1977,BUDD COMPANY,1
1977,Blue Bird Body Company,2
1977,CHAMPION HOME BLDR. CO.,3
1977,CMI CORPORATION,1
1977,COACH & EQUIP SALES CORP.,1
1977,"COACHMEN INDUSTRIES, INC.",3
1977,"COLEMAN CO., INC.",1
1977,COMPTON TRUCK & EQUIP. CO,2
1977,"COSMOPOLITAN MOTORS, INC.",1
1977,CYCLE PEUGEOT USA,1
1977,"Caterpillar, Inc.",1
1977,Cheng Shin Rubber/Maxxis International,1
1977,"Chrysler (FCA US, LLC)",23
1977,Cooper Tire & Rubber Co.,4
1977,DORSEY CORPORATION,1
1977,DUNLOP TIRE CORPORATION,2
1977,EXPLORER MOTOR HOME CORP.,1
1977,Eldorado National-Kansas,1
1977,"FIAT MOTORS OF N.A., INC.",2
1977,FIRESTONE TIRE & RUBBER CO.,5
1977,"FLEETWOOD ENTERPRISES, INC.",4
1977,FLYER INDUSTRY VEH.,1
1977,FMC CORPORATION,2
1977,FREIGHTLINER LLC,5
1977,FRUEHAUF CORPORATION,2
1977,"FRUHLING PRODUCTS, INC.",1
1977,"Ferrari North America, Inc.",1
1977,Ford Motor Company,35
1977,GEN MTRS CORP-OVERSEAS,2
1977,GENERAL TIRE & RUBBER CO.,2
1977,"General Motors, LLC",23
1977,Goodyear Tire & Rubber Company,1
1977,Great Dane Trailers,2
1977,HENDRICKSON MFG. CO.,1
1977,HERDAN CORPORATION,1
1977,HOLIDAY RAMBLER CORP.,1
1977,Harley-Davidson Motor Company,3
1977,Honda (American Honda Motor Co.),3
1977,INTERNATIONAL TRUCK & ENGINE CORPORATION,7
1977,JAGUAR ROVER TRIUMPH INC.,3
1977,"JEFFERSON HELMETS , INC.",1
1977,JOE ESCO TIRE CO.,1
1977,"JUNO IND., INC.",1
1977,KELLY SPRINGFIELD TIRE CO,3
1977,KELSEY-HAYES COMPANY,1
1977,"KG ENGINEERING, INC.",1
1977,KREIDLER IMPORT CORP.,1
1977,KYSOR INDUSTRIAL CORP.,1
1977,"Kawasaki Motors Corp., U.S.A.",1
1977,LANDAU MOTOR HOME,1
1977,"LEAR SIEGLER, INC.",1
1977,Land Rover,1
1977,Lotus Cars Limited,1
1977,MANSFIELD TIRE & RUBBER C,1
1977,MCCREARY TIRE & RUBBER CO,1
1977,ME,1
1977,MIDAS INTERNATIONAL CORP.,1
1977,MIDLAND INTERNAT. CORP.,1
1977,"MOBIL TRAVELER, INC.",1
1977,"Mack Trucks, Inc.",8
1977,Maxon Lift Corp.,1
1977,Mazda North American Operations,1
1977,"Mercedes-Benz USA, LLC",4
1977,Motor Coach Industries,1
1977,NEONEX,1
1977,NURENBERGER HERCULES-WERK,1
1977,OHTSU,1
1977,ORIENT,1
1977,OUTBOARD MARINE CORP.,2
1977,PACCAR Incorporated,2
1977,PATHFINDER EQUIPMENT CO.,1
1977,PETERBILT MOTOR COMPANY,6
1977,"PEUGEOT, INC.",1
1977,"Porsche Cars North America, Inc.",2
1977,"Premier Trailers, Inc.",1
1977,"RENAULT, INCORPORATED",1
1977,"RITE-ON TRAILERS, INC.",1
1977,ROSS GEAR DIV.,1
1977,"Rolls-Royce Motor Cars, Ltd.",3
1977,"SAAB CARS USA, INC.",1
1977,SEIBERLING TIRE & RUBBER,1
1977,SHASTA INDUSTRIES,1
1977,SPARTA MANUFACTURING CORP.,1
1977,"SPRING VALLEY DODGE, INC.",2
1977,STARCRAFT COMPANY,3
1977,SUBURBAN,1
1977,SUTPHEN CORP.,1
1977,"Subaru of America, Inc.",1
1977,THUMB TRUCK EQUIPMENT,1
1977,TRAVEL EQUIPMENT CORP.,1
1977,Toyota Motor Corporation,1
1977,Trailmobile Canada Limited,3
1977,UNIROYAL GOODRICH TIRE CO,8
1977,VEITH,1
1977,VESELY COMPANY,1
1977,"Volkswagen Group of America, Inc.",9
1977,"Volvo Car USA, LLC",1
1977,Volvo Trucks North America,1
1977,WAGNER,1
1977,"WARD INDUSTRIES, INC.",1
1977,WHEELSPORT,1
1977,WHITE MOTOR CORPORATION,18
1977,WICKES CORPORATION,1
1977,"Winnebago Industries, Inc.",1
1978,ABADDON PRODUCTS CO.,1
1978,AIR-O-MATIC PWR STRNG CO.,1
1978,"ALFA ROMEO, INCORPORATED",2
1978,AM GENERAL LLC,2
1978,"AMERICAN GARELLI EAST,LTD",2
1978,AMERICAN SUNROOF CORP.,1
1978,"APOLLO MOTOR HOMES, INC.",1
1978,ARMSTRONG RUBBER CO.,3
1978,ARVINMERITOR AUTOMOTIVE,1
1978,"AUSTIN ROVER CARS NA, INC",3
1978,"BATAVUS USA, INCORPORATED",1
1978,BEATRICE FOODS COMPANY,3
1978,"BENDIX HOME SYSTEMS, INC.",1
1978,"BMW of North America, LLC",3
1978,BUDD COMPANY,1
1978,BUTLER MANUFACTURING CO.,2
1978,"Battle Motors, Inc.",1
1978,CHAMPION HOME BLDR. CO.,3
1978,COACH & EQUIP SALES CORP.,1
1978,"COACHMEN INDUSTRIES, INC.",1
1978,"COBRA INDUSTRIES, INC.",2
1978,COLT INDUSTRIES,1
1978,"COSMOPOLITAN MOTORS, INC.",1
1978,CROWN COACH CORPORATION,1
1978,Carrier Corporation,1
1978,"Caterpillar, Inc.",1
1978,"Chrysler (FCA US, LLC)",26
1978,Cooper Tire & Rubber Co.,4
1978,DANA CORPORATION,2
1978,DORSEY CORPORATION,2
1978,DUNLOP TIRE CORPORATION,2
1978,DURALON,1
1978,"EATON, INCORPORATED",2
1978,"FIAT MOTORS OF N.A., INC.",3
1978,FIRESTONE TIRE & RUBBER CO.,7
1978,"FLEETWOOD ENTERPRISES, INC.",4
1978,FREIGHTLINER LLC,2
1978,FRUEHAUF CORPORATION,2
1978,FWD CORPORATION,1
1978,Ford Motor Company,37
1978,"Fram Group Operatons, LLC",1
1978,"G.I. JOE, INCORPORATED",1
1978,GENERAL TIRE & RUBBER CO.,2
1978,GRUMMAN FLXIBLE CORP.,2
1978,"General Motors, LLC",29
1978,"Gillig, LLC",2
1978,Goodyear Tire & Rubber Company,3
1978,Great Dane Trailers,1
1978,HENDRICKSON MFG. CO.,1
1978,HERDAN CORPORATION,1
1978,HOLIDAY RAMBLER CORP.,2
1978,HOLLYWOOD ACCESSORIES,2
1978,HONDA OF MINOLA,1
1978,Harley-Davidson Motor Company,3
1978,Honda (American Honda Motor Co.),3
1978,"INDIANA MILLS, INC.",1
1978,INTERNATIONAL TRUCK & ENGINE CORPORATION,7
1978,ITASCA MOTORHOME,1
1978,JAGUAR ROVER TRIUMPH INC.,14
1978,"JAMCO INTERNATIONAL, INC.",1
1978,KELSEY-HAYES COMPANY,1
1978,LANDAU MOTOR HOME,1
1978,LONGSTAR MANUFACTURING CO,1
1978,Lotus Cars Limited,1
1978,MAJOR WAY,1
1978,MANSFIELD TIRE & RUBBER C,1
1978,MARMON MOTOR COMPANY,1
1978,MONTGOMERY WARD & CO.,1
1978,MOTOR WHEEL CORP.,1
1978,"Mack Trucks, Inc.",12
1978,Mazda North American Operations,1
1978,"Mercedes-Benz USA, LLC",2
1978,NEONEX,1
1978,"Nissan North America, Inc.",1
1978,PACCAR Incorporated,5
1978,PETERBILT MOTOR COMPANY,1
1978,"PEUGEOT, INC.",1
1978,PIKE TRAILER COMPANY,1
1978,POLAR COMPANY,1
1978,"PULLMAN, INCORPORATED",2
1978,"Porsche Cars North America, Inc.",10
1978,REDWOOD RELIANCE COMPANY,1
1978,"RENAULT, INCORPORATED",3
1978,"Rolls-Royce Motor Cars, Ltd.",1
1978,"SAAB CARS USA, INC.",5
1978,SHASTA INDUSTRIES,3
1978,SHELLER-GLOBE CORPORATION,6
1978,SOUTHWEST TRUCK BODY CO.,1
1978,Skyline Corporation,1
1978,"Subaru of America, Inc.",1
1978,"Suzuki Motor USA, LLC",2
1978,"THOMAS BUILT BUSES, INC.",2
1978,TODCO DIVISION,1
1978,TRANSAMERICAN ROOSEVELT,1
1978,"TRANSIT MANUFACTURING,INC",1
1978,TRAVEL EQUIPMENT CORP.,1
1978,Toyota Motor Corporation,4
1978,UNIROYAL GOODRICH TIRE CO,8
1978,UNIVERSAL TOOL & STAMPING,1
1978,"UOP,",1
1978,"VANS UNLIMITED, INC.",1
1978,VESELY COMPANY,1
1978,VESPA OF AMER. CORP.,1
1978,"Volkswagen Group of America, Inc.",2
1978,"Volvo Car USA, LLC",1
1978,Volvo Trucks North America,2
1978,WAGNER,1
1978,"WALKER STNLS.EQUIP.CO,INC",1
1978,WALTER MOTOR TRUCK CO.,1
1978,WARNER ELEC. BRAKE/CLUTCH,1
1978,WAYNE ENGINEERING CORPORATION,1
1978,WHITE,1
1978,WHITE MOTOR CORPORATION,10
1978,"Water-Land Manufacturing, Inc.",1
1978,"Winnebago Industries, Inc.",1
1978,"Yamaha Motor Corporation, USA",1
1978,ZIMMER HOMES CORP.,1
1979,"ALFA ROMEO, INCORPORATED",2
1979,AM GENERAL LLC,2
1979,AMERICAN CLIPPER CORP.,1
1979,"AMERICAN GARELLI EAST,LTD",2
1979,"AMERICAN TRAILERS, INC.",1
1979,ARMSTRONG RUBBER CO.,1
1979,ARVINMERITOR AUTOMOTIVE,1
1979,"AUSTIN ROVER CARS NA, INC",1
1979,"BEAVER COACHES, INC.",1
1979,"BMW of North America, LLC",1
1979,CENTURY WRECKER CORP.,1
1979,CHAMPION HOME BLDR. CO.,1
1979,CHECKER MOTORS CORP.,1
1979,"CLENET COACH WORKS, INC.",1
1979,"COACHMEN INDUSTRIES, INC.",3
1979,"COLEMAN CO., INC.",1
1979,CYCLE PEUGEOT USA,1
1979,"Chrysler (FCA US, LLC)",21
1979,Cooper Tire & Rubber Co.,7
1979,DAYTON STEEL FOUNDRY CO.,1
1979,DORSEY CORPORATION,1
1979,EAGLE TRAILERS INC,1
1979,"EATON, INCORPORATED",1
1979,"EXECUTIVE IND., INC.",1
1979,"FIAT MOTORS OF N.A., INC.",6
1979,FIRESTONE STEEL PROD. CO.,1
1979,FIRESTONE TIRE & RUBBER CO.,12
1979,"FLEETWOOD ENTERPRISES, INC.",2
1979,FLYER INDUSTRY VEH.,1
1979,FMC CORPORATION,1
1979,FREIGHTLINER LLC,4
1979,FWD CORPORATION,1
1979,"Ferrari North America, Inc.",1
1979,Ford Motor Company,34
1979,GENERAL TIRE & RUBBER CO.,5
1979,GEORGIA TRAILER AND EQUIP,1
1979,"GEORGIE BOY MFG., LLC",2
1979,GRUMMAN FLXIBLE CORP.,11
1979,"General Motors, LLC",36
1979,"Gillig, LLC",1
1979,Goodyear Tire & Rubber Company,1
1979,HEIN WARNER CORP.,1
1979,HENDRICKSON MFG. CO.,1
1979,HOLIDAY RAMBLER CORP.,1
1979,"HOWA SANGYO CO., LIMITED",1
1979,"HURST PERFORMANCE, INC.",1
1979,"HUTCHENS INDUSTRIES, INC.",1
1979,Harley-Davidson Motor Company,8
1979,Heil Company,1
1979,Honda (American Honda Motor Co.),4
1979,INTERNATIONAL TRUCK & ENGINE CORPORATION,13
1979,"IVECO TRUCK OF N.A., INC.",2
1979,JAGUAR ROVER TRIUMPH INC.,7
1979,KELLY SPRINGFIELD TIRE CO,2
1979,KELSEY-HAYES COMPANY,2
1979,"KROMAG, A.G. OF AUSTRIA",1
1979,"LA SALLE-DEITCH CO., INC.",1
1979,Lotus Cars Limited,1
1979,MCCREARY TIRE & RUBBER CO,1
1979,MIDLAND INTERNAT. CORP.,1
1979,"MINIBUS, INC.",1
1979,MONTGOMERY WARD & CO.,2
1979,"MOTOBECANE AMERICA, LTD.",2
1979,"Mack Trucks, Inc.",12
1979,"Maserati North America, Inc.",1
1979,"Masterack, LLC",1
1979,"Mercedes-Benz USA, LLC",1
1979,Motor Coach Industries,2
1979,NURENBERGER HERCULES-WERK,1
1979,"Nissan North America, Inc.",1
1979,"OLSON BODIES, INC.",2
1979,PACCAR Incorporated,8
1979,PATHFINDER EQUIPMENT CO.,1
1979,PETERBILT MOTOR COMPANY,2
1979,"PHILIPS INDUSTRIES, INC.",1
1979,"PULLMAN, INCORPORATED",2
1979,"Porsche Cars North America, Inc.",4
1979,R.H.,1
1979,RANCOR,1
1979,RECREATIONAL INDUSTRIES,1
1979,"REVCON, INCORPORATED",1
1979,"Rolls-Royce Motor Cars, Ltd.",1
1979,"SAAB CARS USA, INC.",3
1979,SHELLER-GLOBE CORPORATION,5
1979,STARCRAFT COMPANY,1
1979,STEYR DAIMLER PUCH A.G.,2
1979,SUMCO,1
1979,"Subaru of America, Inc.",2
1979,"Suzuki Motor USA, LLC",2
1979,"THOMAS BUILT BUSES, INC.",2
1979,TRANSPORTATION MFG. CORP.,2
1979,TRANSPORTATION PARTS CO.,1
1979,"TUFF BOY, INC.",1
1979,UNIROYAL GOODRICH TIRE CO,9
1979,UNITED TRADE REP(TOMOS),1
1979,"VAN-CON, INCORPORATED",1
1979,VESELY COMPANY,1
1979,VETTER,2
1979,VICTOR,1
1979,"Volkswagen Group of America, Inc.",2
1979,"Volvo Car USA, LLC",3
1979,Volvo Trucks North America,1
1979,WAGNER,1
1979,WALTER MOTOR TRUCK CO.,1
1979,WESTERN PRODUCTS,2
1979,WHITE MOTOR CORPORATION,14
1979,"Winnebago Industries, Inc.",2
1979,Yokohama Tire Corporation,1
1979,"ZEMCO, INC.",1
1980,"ALFA ROMEO, INCORPORATED",1
1980,AM GENERAL LLC,2
1980,"AMERICAN MOPEDS, INC.",1
1980,"APPLIED POWER, INC.",1
1980,ARMSTRONG RUBBER CO.,2
1980,"Allison Transmission, Inc.",1
1980,BANGOR PUNTA CORP.,1
1980,"BATAVUS USA, INCORPORATED",1
1980,"BENDIX HOME SYSTEMS, INC.",1
1980,"BMW of North America, LLC",1
1980,BORG WARNER CORPORATION,1
1980,"BROUGHAM INDUSTRIES, INC.",1
1980,Blue Bird Body Company,1
1980,"CARPENTER BDY WRKS, INC.",1
1980,"CASAL MOTOR CORP.,USA",1
1980,CENTURY PRODUCTS,1
1980,CHECKER MOTORS CORP.,1
1980,COACH & EQUIP SALES CORP.,2
1980,"COACHMEN INDUSTRIES, INC.",1
1980,"COLEMAN CO., INC.",1
1980,COLUMBIA BODY & EQUIP. CO,1
1980,"CRAGAR INDUSTRIES, INC.",1
1980,CYCLE PEUGEOT USA,1
1980,Carrier Corporation,1
1980,"Chrysler (FCA US, LLC)",11
1980,Cooper Tire & Rubber Co.,7
1980,DANA CORPORATION,3
1980,DERBI MOTOR CORP. AMERICA,1
1980,"DOUBLE EAGLE LUBS., INC.",1
1980,EVANS PRODUCTS COMPANY,1
1980,"FIAT MOTORS OF N.A., INC.",2
1980,FIRESTONE TIRE & RUBBER CO.,2
1980,FMC CORPORATION,2
1980,FREIGHTLINER LLC,2
1980,FRUEHAUF CORPORATION,1
1980,FULTON MFG. CORP.,1
1980,Ford Motor Company,25
1980,"Fram Group Operatons, LLC",1
1980,GENERAL TIRE & RUBBER CO.,6
1980,"GRUMMAN ALLIED IND., INC.",1
1980,GRUMMAN FLXIBLE CORP.,3
1980,"GS INDUSTRIES, INC.",1
1980,"General Motors, LLC",15
1980,"Gillig, LLC",1
1980,Goodyear Tire & Rubber Company,3
1980,Great Dane Trailers,1
1980,HENDRICKSON MFG. CO.,1
1980,HOLIDAY RAMBLER CORP.,1
1980,Harley-Davidson Motor Company,8
1980,"INDIANA MILLS, INC.",1
1980,INTERNATIONAL TRUCK & ENGINE CORPORATION,5
1980,JAGUAR ROVER TRIUMPH INC.,1
1980,KELSEY-HAYES COMPANY,1
1980,"KEYSTONE, INC.",1
1980,"KONALRAD PRODUCTS, INC.",1
1980,"LA SALLE-DEITCH CO., INC.",1
1980,LAFER,1
1980,Land Rover,1
1980,MANSFIELD TIRE & RUBBER C,2
1980,MAREMONT,1
1980,MICRODOT,1
1980,MIDAS INTERNATIONAL CORP.,1
1980,"MOTOBECANE AMERICA, LTD.",1
1980,"Mack Trucks, Inc.",5
1980,"Masterack, LLC",1
1980,"Mercedes-Benz USA, LLC",2
1980,NSK,1
1980,"Nissan North America, Inc.",3
1980,Oshkosh Corporation,3
1980,PACCAR Incorporated,2
1980,PETERBILT MOTOR COMPANY,1
1980,"PEUGEOT, INC.",1
1980,"PHILIPS INDUSTRIES, INC.",1
1980,RADIATOR,1
1980,"RENAULT, INCORPORATED",4
1980,"REVCON, INCORPORATED",1
1980,"Rolls-Royce Motor Cars, Ltd.",1
1980,"SAAB CARS USA, INC.",1
1980,SHASTA INDUSTRIES,1
1980,SHELLER-GLOBE CORPORATION,3
1980,"SPORTSMOBILE TEXAS, INC",2
1980,"Subaru of America, Inc.",1
1980,"Suzuki Motor USA, LLC",1
1980,"THOMAS BUILT BUSES, INC.",2
1980,TRANSPORTATION MFG. CORP.,2
1980,TRUCK-LITE,1
1980,Toyota Motor Corporation,2
1980,UNARCO,1
1980,UNIROYAL GOODRICH TIRE CO,4
1980,VETTER,1
1980,"Volkswagen Group of America, Inc.",5
1980,Volvo Trucks North America,2
1980,"WARD INDUSTRIES, INC.",2
1980,WAYNE ENGINEERING CORPORATION,1
1980,WESTERN PRODUCTS,1
1980,WHITE MOTOR CORPORATION,7
1980,"Winnebago Industries, Inc.",3
1980,YAMAHA INTERNATIONAL CORP,3
1981,AM GENERAL LLC,1
1981,"APOLLO MOTOR HOMES, INC.",1
1981,ARMSTRONG RUBBER CO.,1
1981,"Allison Transmission, Inc.",2
1981,BEATRICE FOODS COMPANY,2
1981,"BEAVER COACHES, INC.",1
1981,"Battle Motors, Inc.",1
1981,CAREYS TRUCK SALES & SERV,1
1981,CARLISLE TIRE & RUBBER CO,1
1981,"COACHMEN INDUSTRIES, INC.",2
1981,"COLEMAN CO., INC.",1
1981,COUNTRY HOMES CAMPER CO.,1
1981,"Chrysler (FCA US, LLC)",12
1981,Cooper Tire & Rubber Co.,3
1981,DANA CORPORATION,2
1981,DE LOREAN MOTOR COMPANY,1
1981,DUNLOP TIRE CORPORATION,2
1981,"EZ Loader Adjustable Boat Trailers, Inc.",1
1981,"FIAT MOTORS OF N.A., INC.",1
1981,FIRESTONE TIRE & RUBBER CO.,6
1981,"FLEETWOOD ENTERPRISES, INC.",1
1981,FREIGHTLINER LLC,6
1981,FWD CORPORATION,1
1981,Ford Motor Company,19
1981,GENERAL TIRE & RUBBER CO.,2
1981,"GOULD, INCORPORATED",1
1981,"GRUMMAN ALLIED IND., INC.",1
1981,GRUMMAN FLXIBLE CORP.,3
1981,"General Motors, LLC",15
1981,"Gillig, LLC",2
1981,Goodyear Tire & Rubber Company,3
1981,Harley-Davidson Motor Company,2
1981,Honda (American Honda Motor Co.),1
1981,INTERNATIONAL TRUCK & ENGINE CORPORATION,4
1981,"IVECO TRUCK OF N.A., INC.",3
1981,Isuzu Motors Limited,2
1981,"Jaguar Cars, Ltd.",1
1981,"K & D CUSTOM COACH, INC",1
1981,"Kawasaki Motors Corp., U.S.A.",2
1981,"MALAGUTI OF AMERICA, INC.",1
1981,MCGRAW,1
1981,"Mack Trucks, Inc.",10
1981,Motor Coach Industries,1
1981,NANKANG RUBBER & TIRE CORP.,1
1981,NATIONAL COACH CORP.,1
1981,NATIONAL CUSTOM VAN CORP.,1
1981,"Nissan North America, Inc.",1
1981,Oshkosh Corporation,2
1981,PACCAR Incorporated,1
1981,PETERBILT MOTOR COMPANY,2
